number,value,datetime_start,datetime_complete,duration,params_batch_size,params_hidden_dim,params_latent_dim,params_learning_rate,params_num_flows,params_patience,state
158,-0.3880133181810379,2024-12-09 19:08:51.496671,2024-12-09 20:13:01.493776,0 days 01:04:09.997105,8,448,32,8.601213156148813e-05,5,5,COMPLETE
159,-0.22328212161858876,2024-12-09 19:09:26.180369,2024-12-09 20:22:07.425226,0 days 01:12:41.244857,8,448,32,5.407841123659715e-05,5,5,COMPLETE
160,-0.12041371719290812,2024-12-09 19:09:43.093859,2024-12-09 20:19:04.477939,0 days 01:09:21.384080,8,448,32,0.00013630819306242076,5,5,COMPLETE
161,-0.2376720388730367,2024-12-09 19:15:11.334757,2024-12-09 20:24:22.648329,0 days 01:09:11.313572,8,448,32,9.775567196014873e-05,5,5,COMPLETE
162,0.07494517480954528,2024-12-09 19:17:49.781396,2024-12-09 19:40:25.397658,0 days 00:22:35.616262,8,448,32,0.06288106689259348,5,5,COMPLETE
163,-0.17680070934196312,2024-12-09 19:30:03.363089,2024-12-09 19:55:55.302063,0 days 00:25:51.938974,8,448,32,0.000134540009321955,5,5,COMPLETE
164,-0.23359035290777683,2024-12-09 19:40:25.397658,2024-12-09 19:56:12.912345,0 days 00:15:47.514687,8,448,32,0.0007141178457580334,6,5,COMPLETE
165,-0.007688027123610179,2024-12-09 19:42:32.570009,2024-12-09 19:51:27.239561,0 days 00:08:54.669552,8,448,32,0.01792216328568308,6,5,COMPLETE
166,-0.0455253725250562,2024-12-09 19:44:16.652411,2024-12-09 20:01:06.223977,0 days 00:16:49.571566,8,448,32,0.0006691409946609599,6,5,COMPLETE
167,-0.05776181711504857,2024-12-09 19:51:27.242143,2024-12-09 19:58:07.845539,0 days 00:06:40.603396,8,448,32,5.1866593022916907e-05,4,5,COMPLETE
168,-0.49015658125281336,2024-12-09 19:53:48.629612,2024-12-09 21:07:11.502728,0 days 01:13:22.873116,8,384,32,9.950875090360321e-05,6,4,COMPLETE
169,-0.3457611675063769,2024-12-09 19:55:21.986371,2024-12-09 20:58:17.183883,0 days 01:02:55.197512,8,512,32,5.165935890799887e-05,4,5,COMPLETE
170,-0.04279432122906049,2024-12-09 19:55:55.306072,2024-12-09 20:04:02.078836,0 days 00:08:06.772764,8,448,32,0.0006742133916771449,4,5,COMPLETE
171,-0.5036284121374289,2024-12-09 19:56:12.917394,2024-12-09 20:58:49.055284,0 days 01:02:36.137890,8,448,32,9.637059238733057e-05,4,5,COMPLETE
172,-0.1058459434658289,2024-12-09 19:58:07.845539,2024-12-09 20:07:55.737077,0 days 00:09:47.891538,8,448,32,0.00010243802127914348,6,5,COMPLETE
173,-0.5068322817484537,2024-12-09 20:01:06.228957,2024-12-09 21:13:58.557728,0 days 01:12:52.328771,8,384,32,9.838954657488054e-05,6,4,COMPLETE
174,-0.2390529106060664,2024-12-09 20:04:02.082836,2024-12-09 21:06:38.377154,0 days 01:02:36.294318,8,384,32,9.699039687624947e-05,6,4,COMPLETE
175,-0.7113485028346379,2024-12-09 20:07:55.742296,2024-12-09 21:18:48.554189,0 days 01:10:52.811893,8,384,32,0.0001376499963317891,6,4,COMPLETE
176,0.04344995330708722,2024-12-09 20:13:01.498947,2024-12-09 20:32:18.567474,0 days 00:19:17.068527,8,384,32,0.0001333530433208336,6,4,COMPLETE
177,-0.7921685134371121,2024-12-09 20:19:04.482049,2024-12-09 21:28:32.541269,0 days 01:09:28.059220,8,384,32,0.0002260356556222852,6,4,COMPLETE
178,-0.40486636037627854,2024-12-09 20:22:07.430316,2024-12-09 21:34:20.928974,0 days 01:12:13.498658,8,384,32,0.00023683514619918567,6,4,COMPLETE
179,-0.5663254166642825,2024-12-09 20:24:22.653424,2024-12-09 21:33:34.869760,0 days 01:09:12.216336,8,384,32,0.00029799195770153743,6,4,COMPLETE
180,-0.24625009745359422,2024-12-09 20:32:18.571473,2024-12-09 21:07:12.252244,0 days 00:34:53.680771,8,384,32,0.0002188881408609858,6,6,COMPLETE
181,-0.34382667218645413,2024-12-09 20:58:17.188965,2024-12-09 22:07:14.490103,0 days 01:08:57.301138,8,384,32,0.00021505262163986144,6,6,COMPLETE
182,-0.7347800393899282,2024-12-09 20:58:49.061890,2024-12-09 22:08:04.842904,0 days 01:09:15.781014,8,384,32,0.00023983291656000578,6,5,COMPLETE
183,-0.9067084123690923,2024-12-09 21:06:38.382440,2024-12-09 22:21:47.134239,0 days 01:15:08.751799,8,384,32,0.0002453313723159398,7,5,COMPLETE
184,-0.13472934837142628,2024-12-09 21:07:11.509694,2024-12-09 21:16:05.654465,0 days 00:08:54.144771,8,384,32,0.00014545518016283274,7,4,COMPLETE
185,-0.44934040556351346,2024-12-09 21:07:12.259482,2024-12-09 21:33:47.306818,0 days 00:26:35.047336,8,384,32,0.00030988272561148424,7,4,COMPLETE
186,-0.906932536760966,2024-12-09 21:13:58.561845,2024-12-09 22:27:46.508906,0 days 01:13:47.947061,8,384,32,0.0001448435077569811,7,4,COMPLETE
187,-0.19500126205384732,2024-12-09 21:16:05.659463,2024-12-09 21:42:31.483756,0 days 00:26:25.824293,8,384,32,0.00028988897870032616,7,3,COMPLETE
188,-0.3400050247708956,2024-12-09 21:18:48.559300,2024-12-09 22:26:20.482901,0 days 01:07:31.923601,8,384,32,0.00022903892821447808,6,3,COMPLETE
189,-0.6496120830376942,2024-12-09 21:28:32.545267,2024-12-09 22:34:00.733085,0 days 01:05:28.187818,8,384,32,0.00024109272540834346,7,3,COMPLETE
190,0.04309129663743079,2024-12-09 21:33:34.873760,2024-12-09 21:58:49.652067,0 days 00:25:14.778307,8,384,32,0.0003373819364932977,6,3,COMPLETE
191,-0.009137900732457637,2024-12-09 21:33:47.310898,2024-12-09 21:38:30.342183,0 days 00:04:43.031285,8,384,32,0.00026589861734270195,6,3,COMPLETE
192,-0.16044383396704992,2024-12-09 21:34:20.932974,2024-12-09 21:57:01.999121,0 days 00:22:41.066147,8,384,32,0.00023154516092170537,6,3,COMPLETE
193,-0.8186985646684964,2024-12-09 21:38:30.346182,2024-12-09 22:38:13.705554,0 days 00:59:43.359372,8,384,32,0.000526948348205706,6,4,COMPLETE
194,-0.26686570371190704,2024-12-09 21:42:31.488829,2024-12-09 22:15:48.047318,0 days 00:33:16.558489,8,384,32,0.0001914058462331554,6,4,COMPLETE
195,-0.06843832284212112,2024-12-09 21:57:02.005328,2024-12-09 22:03:36.826465,0 days 00:06:34.821137,8,320,32,0.0005263314506185468,5,4,COMPLETE
196,-0.5740798220038414,2024-12-09 21:58:49.658141,2024-12-09 22:41:47.007512,0 days 00:42:57.349371,8,320,32,0.0005250142507434695,5,4,COMPLETE
197,-0.1592143341898918,2024-12-09 22:03:36.831580,2024-12-09 22:43:04.603939,0 days 00:39:27.772359,8,384,32,0.00014607790805251409,5,4,COMPLETE
198,-0.6484659597277641,2024-12-09 22:07:14.495184,2024-12-09 22:43:00.411689,0 days 00:35:45.916505,8,256,32,0.00019152468291034342,5,4,COMPLETE
199,-0.3281707167625427,2024-12-09 22:08:04.848004,2024-12-09 22:37:35.393733,0 days 00:29:30.545729,8,384,32,0.00019177682723065263,6,4,COMPLETE
